EA343100-1A37-4239-A3CB-B92240B935CF,SdioSmm
077A3100-1667-45FA-B98C-37651B5073EE,TpmSmbiosDxe
13B03F00-18B8-48DA-8B1C-B290C69BAAFE,EzFileBrowser
FA419200-9DAD-4B8E-A56D-59BA2565C91B,AcerBiosDamageBeep
ECEBCB00-D9C8-11E4-AF3D-8CDCD426C973,HttpBootDxe
580DD900-385D-11D7-883A-00500473D4EB,Uhcd
098ED901-C6BF-4D20-91E2-A39F0C084A8D,QuickSpi
8F5A2E02-538C-4D59-B920-C4786ACBC552,Ahci
42D69902-10E7-4907-AD3B-46A5BF25A1A0,NvmeUnlockPei
65986603-43BC-4ABF-94D8-5A58847381A6,SiliconPolicyDxe
29CBB005-C972-49F3-960F-292E2202CECD,FspNotifyPhasePeim
77EB6C06-FD48-488B-A1B3-AE0A70801369,CryptoDXE
ADF47106-5CF8-4D02-BCF9-BACCC7D3162B,CrbSmbiosDxe
890A3508-E816-41CF-B7E6-ED28E5BB5C28,AmtCompatiblity
AA40B708-9073-4436-B5FE-D22D7ABBA5C4,MemoryDiagnosticDxe
5B74570A-03B1-4F5E-8ADB-FB7BB194D7CC,NVMeInfoSmm
1C98780A-C67D-4D9B-A9D8-4AC0487A6D6E,PcdRecoveryPei
42857F0A-13F2-4B21-8A23-53D3F714B840,CapsuleRuntimeDxe
1B45CC0A-156A-428A-AF62-49864DA0E6E6,PEI apriori file
05CA020B-0FC1-11DC-9011-00173153EBA8,AMI ROM hole
B351250B-98AF-1530-8CC1-B4AC33BF8390,AudioConnectControllerDxe
6D4BAA0B-F431-4370-AF19-99D6209239F6,BiosGuardServices
C7A7030C-C3D8-45EE-BED9-5D9E76762953,MouseDriver
D0927E0C-FEA5-4569-8AC0-33C8F60E5073,NvmeRstPassword
1807040D-5934-41A2-A088-8E0F777F71AB,NvramDxe
D77C900D-A1C7-41C5-B989-0C3D37FCA432,AmtWrapperDxe
CDC1C80D-E6D3-4A42-9229-75F3BEFCF109,PciOutOfResourceSetupPage
4A6D890F-93C3-4B6D-A67D-5F2C4DCE347B,RuntimeSmm
2366C20F-E15A-11E3-8BF1-E4115B28BC50,HttpDxe
2BA0D612-C3AD-4249-915D-AA0E8709485F,SdioDriver
3022E512-B94A-4F12-806D-7EF1177899D8,PciHotPlug
52C05B14-0B98-496C-BC3B-04B50211D680,PeiCore
C8F5A614-4F16-4064-BAC4-9903E8132EA2,AcerKeyBoardLayoutTse.png
56BBC314-B442-4D5A-BA5C-D842DAFDBB24,PlatformInitAdvancedPreMem
3307DD15-23BA-4546-A004-FCBCC47D4A49,SiliconPolicyPeiPreMem
9F3A0016-AE55-4288-829D-D55FD3AAC347,AmiBoardInfo2
EA7F0916-B5C8-493F-A006-565CC2041044,FspS3Notify
94734718-0BBC-47FB-96A5-EE7A5AE6A2AD,Dhcp4Dxe
70E1A818-0BE1-4449-BFD4-9EF68C7F02A8,ReFlash
54D7CC18-492A-4B43-AD9E-A461D81F82B5,PchInitFspTgl
999BD818-7DF7-4A9A-A502-9B75033E6A0F,EsrtDxe
6298FE18-D5EF-42B7-BB0C-2953283F5704,SleepSmi
490D0119-4448-440D-8F5C-F58FB53EE057,PolicyInitAdvancedDxe
15446019-9170-436A-A981-CC7521E9D7F9,Usb4PlatformPei
FB049119-AC72-459F-865A-641DC13C931D,OemLOGO
80D7491A-F7D9-479D-A8F7-1B393B02ED66,FastBootRuntime
BDAD7D1A-4C48-4C75-B5BC-D002D17F6397,AhciRecovery
39E8CA1A-7A69-4A73-834A-D06381933286,UsbPei
654FE61A-2EDA-4749-A76A-56ED7ADE1CBE,CmosPei
FE5C7F1B-E256-47A8-8F1E-9478107C7875,AmtInitDxe
2D1E361C-7B3F-4D15-8B1F-66E551FABDC7,SaLateInitSmm
EEEE611D-F78F-4FB9-B868-55907F169280,PlatformInitPreMem
24848D1D-A637-45DD-974F-BEBA0340FF96,RemotePlatformErase
4E82091E-32A1-4689-8A00-CDE41ED63CDD,SioDxeInit
929A631E-C8FA-4619-A2D2-C1DDA8522C08,ThermalDownSmi
579A7D1F-C166-4D0D-ADDB-B20B8B768B72,TmeInitDxe
8434DA1F-5CEB-402E-A93C-038CBE0F3F0E,OA3_SMM
7ECD9C20-68B9-4A6F-B515-D64FF500B109,FsRecovery
4A64C620-1CEF-40A0-BE1C-EED6B20ECCE9,MrcHealthDataInit
4953F720-006D-41F5-990D-0AC7742ABB60,IntelGigabitLan
366DF820-5D6D-4884-9611-E3E595090D9E,TpmFmpUefiDrv
FF917E22-A228-448D-BDAA-68EFCCDDA5D3,TxtDxe
C56EDB22-3D78-4705-A222-BDD6BD154DA0,TpmClearOnRollbackSmm
31740724-5F96-48CA-AA0F-332ACA6B9A75,SpcrAcpiDxe
0A845224-8675-4241-8AE9-4D94C93DEB90,PauseKey
C1FBD624-27EA-40D1-AA48-94C3DC5C7E0D,SbPei
86D70125-BAA3-4296-A62F-602BEBBB9081,DxeIpl
A20F7425-BC87-47D1-945C-637603323584,PlatformConfigTool
61422D26-81EC-47FF-B6CF-939EAEE73FBA,StatusCodeDxe
859F2D28-2894-4EF7-A05C-F8BFC7922DB7,HidSimplePointer
7D655829-26DD-4342-96AD-04899477C3FA,SpiSmmStub
739D1A2B-FBA1-404A-8784-25CFA57BEACD,HddAcousticDynamicSetup
9622E42C-8E38-4A08-9E8F-54F784652F6B,AcpiTableDxe
87EA012D-CBAD-44C1-8431-61193A060941,PeriodicSmiControl
C6E9602D-C00D-4250-B24D-FE324B8DA40B,AcerPortingDxe
59ADD62D-A1C0-44C5-A90F-A1168770468C,PlatformInitPostMem
1BA0062E-C779-4582-8566-336AE8F78F09,Volume Top File
C464322E-3DC4-49AD-B9FD-AF1B56B2249B,HwAssetDxe
D57C852E-809F-45CF-A377-D77BC0CB78EE,HddSmart
7D3FBD2E-2509-4CC1-91EE-26DBAB7B84A9,PEI_Module
AB7ED12E-1D78-4635-AB87-23F00A911EC7,RomLayoutDxe
655B0D2F-BCF1-4B1E-9A6A-A2E891BB50E4,BiosGuardFirmwareVersionPeim
3E7DD42F-A67E-4D4F-BC02-2B5A6EC8DAE9,SetupVariablePei
4BD0EB2F-3A2D-442E-822D-753516F75424,PchInitDxeTgl
316B1230-0500-4592-8C09-EABA0FB6B07F,SmmHddSecurity
25CA4430-495D-42EF-8157-4D0AE2124862,HidAbsolutePointer
918ABA30-3D8D-4BB5-B849-45CC4FC7DE7C,Dptf
F5D2F830-66CD-4ACE-9D3F-ECAEC69776FB,Platform_AcerPortingDxe
2688B232-9C02-4C12-BE1F-857C0FF2AAE3,TcgDxeplatform
